PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
3770,N/A,421899003770,126515001,8310,831,J. HAMPTON MOORE SCHOOL,J. Hampton Moore School,"Moore, J. Hampton School",Moore,1952,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.049135, -75.076912",N/A,6900 SUMMERDALE AVE,PHILADELPHIA,PA,19111-4520,215-400-3180,215-400-3181,http://philasd.org/moore,MR TIMOTHY GLYNN,Network 8,SHAKEERA WARTHEN,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,0,0,0,0,0,0,0
3773,N/A,421899003773,126515001,8340,834,SOLOMON SOLIS-COHEN SCHOOL,Solomon Solis-Cohen School,"Solis-Cohen, Solomon School",Solis-Cohen,1948,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.044644, -75.064725",N/A,7001 HORROCKS ST,PHILADELPHIA,PA,19149-1743,215-400-3250,215-400-3251,http://philasd.org/soliscohen,MS MICHELINA SERIANNI,Network 8,SHAKEERA WARTHEN,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,0,0,0,0,0,0,0
7234,N/A,421899003774,126515001,8350,835,GILBERT SPRUANCE SCHOOL,Gilbert Spruance School,"Spruance, Gilbert School",Spruance,1949,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.03756142, -75.07232936",N/A,6401 HORROCKS ST,PHILADELPHIA,PA,19149-2816,215-400-3290,215-400-3291,http://philasd.org/spruance,MR KWAND LANG,Network 9,TAMARA EDWARDS,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,1,1,1,1,1,1,1,1,1,0,0,0,0
3771,N/A,421899003771,126515001,8360,836,RHAWNHURST SCHOOL,Rhawnhurst School,Rhawnhurst School,Rhawnhurst,1949,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.05869601, -75.05898166",N/A,7809 CASTOR AVE,PHILADELPHIA,PA,19152-3603,215-400-3220,215-400-3221,http://philasd.org/rhawnhurst,MS JOY KINGWOOD,Network 8,SHAKEERA WARTHEN,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,1,1,1,1,1,1,0,0,0,0,0,0,0
3760,N/A,421899003760,126515001,8370,837,WATSON COMLY SCHOOL,Watson Comly School,"Comly, Watson School",Comly,1929,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.12096486, -75.0091088",N/A,1001 BYBERRY RD,PHILADELPHIA,PA,19116-2120,215-400-3010,215-400-3011,http://philasd.org/comly,MS KATHERINE SYLVESTER,Network 8,SHAKEERA WARTHEN,Claudia Qeisi,ceqeisi@philasd.org,215-400-6921,1,1,1,1,1,1,0,0,0,0,0,0,0
7235,N/A,421899003779,126515001,8380,838,LOUIS H. FARRELL SCHOOL,Louis H. Farrell School,"Farrell, Louis H. School",Farrell,1959,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.06657162, -75.05241476",N/A,8300 CASTOR AVE,PHILADELPHIA,PA,19152-2725,215-400-3230,215-400-3231,http://philasd.org/farrell,MR PETER JEPSEN,Network 8,SHAKEERA WARTHEN,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,1,1,1,0,0,0,0
3781,N/A,421899003781,126515001,8390,839,A.L. FITZPATRICK SCHOOL,A.L. Fitzpatrick School,"Fitzpatrick, A. L. School",Fitzpatrick,1960,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.080306, -74.976529",N/A,11061 KNIGHTS RD,PHILADELPHIA,PA,19154-3516,215-400-3060,215-400-3061,http://philasd.org/fitzpatrick,MS KAREN WHITE,Network 8,SHAKEERA WARTHEN,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,1,1,1,0,0,0,0
3803,N/A,421899003803,126515001,8400,840,ANNE FRANK SCHOOL,Anne Frank School,"Frank, Anne School","Frank, Anne",1962,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.088288, -75.028222",N/A,2000 BOWLER ST,PHILADELPHIA,PA,19115-3319,215-400-3070,215-400-3071,http://philasd.org/annefrank,MR MAX KOMINS,Network 8,SHAKEERA WARTHEN,Tanisha Jackson,tjackson2@philasd.org,215-400-5878,1,1,1,1,1,1,0,0,0,0,0,0,0
3801,N/A,421899003801,126515001,8410,841,ROBERT B. POLLOCK SCHOOL,Robert B. Pollock School,"Pollock, Robert B. School",Pollock,1962,Elementary,Neighborhood,"'00-07",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.060116, -75.027130",N/A,2875 WELSH RD,PHILADELPHIA,PA,19152-1662,215-400-3210,215-400-3211,http://philasd.org/pollock,MS YVETTE JACKSON,Network 9,TAMARA EDWARDS,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,1,1,1,1,1,1,1,1,0,0,0,0,0
4727,N/A,421899004727,126515001,8420,842,STEPHEN DECATUR SCHOOL,Stephen Decatur School,"Decatur, Stephen School",Decatur,1964,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.095818, -74.970535",N/A,3500 ACADEMY RD,PHILADELPHIA,PA,19154-2047,215-400-3050,215-400-3051,http://philasd.org/decatur,MS GENEVIEVE ENDY,Network 8,SHAKEERA WARTHEN,Claudia Qeisi,ceqeisi@philasd.org,215-400-6921,1,1,1,1,1,1,1,1,1,0,0,0,0
4726,N/A,421899004726,126515001,8430,843,JOSEPH GREENBERG SCHOOL,Joseph Greenberg School,"Greenberg, Joseph School",Greenberg,1964,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.09608652, -75.05771102",N/A,600 SHARON LN,PHILADELPHIA,PA,19115-3527,215-400-3080,215-400-3081,http://philasd.org/greenberg,MS GINA HUBBARD,Network 8,SHAKEERA WARTHEN,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,1,1,1,0,0,0,0
4961,N/A,421899004961,126515001,8440,844,WILLIAM H. LOESCHE SCHOOL,William H. Loesche School,"Loesche, William H. School",Loesche,1965,Elementary,Neighborhood,"'00-05",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.11358364, -75.02386784",N/A,595 TOMLINSON RD,PHILADELPHIA,PA,19116-3332,215-400-3020,215-400-3021,http://philasd.org/loesche,MS SHERIN KURIAN,Network 8,SHAKEERA WARTHEN,Maria Moore,mmoore3@philasd.org,215-400-5884,1,1,1,1,1,1,0,0,0,0,0,0,0
N/A,393233,N/A,126515001,8450,845,YESPHILLY,YESPhilly,YESPhilly,YESPhilly,2013,High,Alternative,"'09-12",N/A,0,0,Contracted,Youth Empowerment Services,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,5,"39.97290649, -75.15863287",N/A,2709 N BROAD ST,PHILADELPHIA,PA,19132-2722,215-769-0340,N/A,http://www.yesphilly.org,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8386,393329,421899007588,126515001,8460,846,PHILA LEARNING ACADEMY-SOUTH,Philadelphia Learning Academy South,Philadelphia Learning Academy South (PLAS),PLAS,2009,High,Alternative,"'09-12",N/A,0,0,District,Phila Board of Education,Alternate Schools,Intervention/Accelerated,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.96971371, -75.21013521",N/A,4300 WESTMINSTER AVE,PHILADELPHIA,PA,19104-1308,215-400-9080,215-400-9081,http://philasd.org/plasouth,MR DARRYL BLACKWELL,Innovation,RYAN SCALLON,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,0,0,0,0,0,0,0,0,0,1,1,1,1
8385,393552,421899007603,126515001,8470,847,PHILA LEARNING ACADEMY-NORTH,Philadelphia Learning Academy North,Philadelphia Learning Academy North (PLAN),PLAN,2009,High,Alternative,"'08-12",N/A,0,0,District,Phila Board of Education,Alternate Schools,Intervention/Accelerated,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.01425525, -75.12599679",N/A,4224 N FRONT ST,PHILADELPHIA,PA,19140-2714,215-400-9050,215-400-9051,http://philasd.org/planorth,MS SALLIE FLANAGAN,Innovation,RYAN SCALLON,LuQman Abdullah,labdullah@philasd.org,215-400-5852,0,0,0,0,0,0,0,0,1,1,1,1,1
N/A,393424,N/A,126515001,8540,854,PENNYPACK HOUSE SCHOOL,Pennypack House School,Pennypack House School,Pennypack,1952,High,Alternative,"'09-12",N/A,0,0,District,Phila Board of Education,Alternate Schools,Justice,N/A,N/A,N/A,Programs,N/A,N/A,6,"40.032021, -75.019689",N/A,7901 STATE RD,PHILADELPHIA,PA,19136-3407,215-685-7752,215-335-5393,https://www.philasd.org/pennypackhouse,MS BARBARA WELLS,Innovation,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8328,393567,421899007548,126515001,8560,856,THE WORKSHOP SCHOOL,The Workshop School,The Workshop School,The Workshop,2013,High,Citywide,"'09-12",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,Programs,1,CSI,3,"39.95530589, -75.21855329",N/A,221 S HANSON ST,PHILADELPHIA,PA,19139-4340,215-400-7730,215-400-7731,http://philasd.org/workshopschool,MRS AYANNA WALKER,Innovation,RYAN SCALLON,Tamekia McFadden,tsimmons@philasd.org,215-400-5899,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,N/A,N/A,126515001,8690,869,CROSSROADS ACCELERATED ACADEMY,Crossroads Accelerated Academy,Crossroads Accelerated Academy,Crossroads Accel,2009,Middle-High,Alternative,"'07-09",N/A,0,0,District,Phila Board of Education,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,3,"39.96971371, -75.21013521",N/A,4300 WESTMINSTER AVE,PHILADELPHIA,PA,19104-1308,215-400-9070,215-400-9071,http://philasd.org/crossroads-accelerated,DR KIMBERLY GRAHN,Innovation,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,0,0,0
5041,N/A,421899005041,126515001,8770,877,HANCOCK DEMONSTRATION SCHOOL,John Hancock Demonstration School,John Hancock Demonstration School,Hancock Demonstration,2016,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.06774728, -74.98842793",N/A,3700 MORRELL AVE,PHILADELPHIA,PA,19114-1927,215-400-3120,215-400-3121,http://philasd.org/hancock,MR WILLIAM GRIFFIN,Network 8,SHAKEERA WARTHEN,Jacqueline Purtell,jpurtell@philasd.org,215-400-5859,1,1,1,1,1,1,1,1,1,0,0,0,0
8298,393492,421899007506,126515001,8780,878,PHILADELPHIA VIRTUAL ACADEMY,Philadelphia Virtual Academy,Philadelphia Virtual Academy (PVA),PVA,2013,Middle-High,Virtual,"'00-12",N/A,0,0,District,Phila Board of Education,Virtual,N/A,N/A,N/A,N/A,N/A,1,CSI,5,"39.96102159, -75.16264405",N/A,440 N BROAD ST,PHILADELPHIA,PA,19130-4015,215-400-3110,215-400-3111,http://philasd.org/pva,MR DAVID ANDERSON,Innovation,RYAN SCALLON,Jaime Serrano,jlserrano@philasd.org,215-400-5898,1,1,1,1,1,1,1,1,1,1,1,1,1
N/A,390081,N/A,126515001,8860,886,ONE BRIGHT RAY MANSION ACCEL,One Bright Ray Mansion,One Bright Ray Mansion,OBR Mansion,2018,High,Alternative,"'09-12",N/A,0,0,Contracted,International Education and Community Initiatives,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,5,"39.99074371, -75.18402464",N/A,3133 RIDGE AVE,PHILADELPHIA,PA,19121-1171,215-999-3110,215-979-6725,https://www.onebrightraycommunity.org,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,A26193,N/A,126515001,8870,887,ONE BRIGHT RAY MANSION EVENING,One Bright Ray Mansion Evening,One Bright Ray Mansion Evening,OBR Mansion Evn,2018,High,Alternative,"'09-12",N/A,0,0,Contracted,International Education and Community Initiatives,Alternate Schools,Adult Diploma,N/A,N/A,N/A,N/A,N/A,N/A,5,"39.99074371, -75.18402464",N/A,3133 RIDGE AVE,PHILADELPHIA,PA,19121-1171,215-999-3110,215-979-6725,https://www.onebrightraycommunity.org,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
N/A,390035,N/A,126515001,8890,889,ONE BRIGHT RAY-SIMPSON CAMPUS,One Bright Ray - Simpson Campus,One Bright Ray at Simpson Campus,OBR Simpson,2007,High,Alternative,"'09-12",N/A,0,0,Contracted,International Education and Community Initiatives,Alternate Schools,Accelerated,N/A,N/A,N/A,N/A,N/A,N/A,7,"40.00528, -75.10560096",N/A,1142 E ERIE AVE,PHILADELPHIA,PA,19124-5424,215-744-6000,N/A,http://www.onebrightraycommunity.org,,Opportunity,RYAN SCALLON,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7510,393292,420001300318,126512840,3301,W01,COMMUNITY ACADEMY OF PHILA,Community Academy of Philadelphia Charter School,Community Academy of Philadelphia Charter School,Community Academy,1997,Elementary-Middle-High,Citywide,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.00538049, -75.10735613",0,1100 E ERIE AVE,PHILADELPHIA,PA,19124-5424,215-533-6700,215-533-6722,http://www.communityacademy.org,JOSEPH PROIETTA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7511,A10103,420001400319,126512850,3302,W02,HARAMBEE INSTITUTE OF SCIENCE,Harambee Institute of Science and Technology Charter School,Harambee Institute of Science and Technology Charter School,Harambee,1997,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"39.97309111, -75.25171974",0,640 N 66TH ST,PHILADELPHIA,PA,19151-3606,215-472-8770,215-472-9611,https://histcs.org,MASAI SKIEF,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7513,393569,420001600324,126512870,3304,W04,YOUTHBUILD PHILA. CHARTER,YouthBuild Philadelphia Charter School,YouthBuild Philadelphia Charter School,Youthbuild,1997,High,Citywide With Criteria,"'12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,Programs,1,CSI,5,"39.97290649, -75.15863287",0,1231 N BROAD ST,PHILADELPHIA,PA,19122-4023,215-627-8671,215-763-5774,http://www.youthbuildphilly.org,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1
7575,N/A,420005200489,126513160,3306,W06,CHRISTOPHER COLUMBUS CHARTER,Christopher Columbus Charter School,"Columbus, Christopher Charter School",Christopher Columbus,1999,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,1,"39.93894574, -75.15824752",1,916 CHRISTIAN ST,PHILADELPHIA,PA,19147-3808,215-925-7400,215-925-7491,https://www.columbuscharter.org/,MS. ROSEMARY DOUGHERTY,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7564,N/A,420004300405,126513100,3307,W07,DE HOSTOS CHARTER SCHOOL,Eugenio Maria De Hostos Charter School,"De Hostos, Eugenio Maria Charter School",De Hostos,1998,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,ASPIRA,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.04655012, -75.12324994",0,6301 N 2ND ST,PHILADELPHIA,PA,19120-1522,215-324-7012,215-324-7017,https://hostoscharter.org/,EVELYN NUNEZ,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7557,N/A,420004200404,126513070,3308,W08,INQUIRY CHARTER SCHOOL,Inquiry Charter School,Inquiry Charter School,Inquiry,1998,Elementary,Citywide,"'00-05","'00-08",1,0,Charter,Belmont Charter Network,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.97475234, -75.21252924",0,1301 BELMONT AVE,PHILADELPHIA,PA,19104-1044,215-823-5541,215-877-1282,https://www.belmontcharternetwork.org/ics/,JENNIFER FAUSTMAN,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
7542,393348,420003800393,126512980,3309,W09,IMHOTEP CHARTER SCHOOL,Imhotep Institute Charter High School,Imhotep Institute Charter High School,Imhotep,1998,High,Citywide,"'09-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,A-TSI,8,"40.049427, -75.154717",0,6201 N 21ST ST,PHILADELPHIA,PA,19138-3052,215-438-4140,215-438-4160,https://www.imhotephighschool.com,CHRISTINE WIGGINS,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7565,N/A,420004400406,126513110,3310,W10,"LAB SCH OF COMMUNICAT'N & LANG",Laboratory Charter School of Communication and Languages,Laboratory Charter School of Communication and Languages,Laboratory,1998,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"40.001404,-75.145662",1,926 W SEDGLEY AVE,PHILADELPHIA,PA,19140-5439,267-817-4720,267-817-3340,http://www.thelaboratorycharterschool.com,MEGHAN ALLSHOUSE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7546,393393,420004000399,126513000,3312,W12,MULTI-CULTURAL ACADEMY,Multicultural Academy Charter School,Multicultural Academy Charter School,Multicultural Academy,1998,High,Citywide,"'09-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"40.01112725, -75.15073123",0,3821 N BROAD ST,PHILADELPHIA,PA,19140-3609,215-227-0513,215-227-0415,http://www.macs.k12.pa.us,JAMES HIGGINS,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7540,393449,420003600391,126512960,3313,W13,PREPARATORY CHARTER SCHOOL,"Preparatory Charter School of Mathematics, Science, Technology and Careers","Preparatory Charter School of Mathematics, Science, Technology and Careers",Preparatory Charter,1998,High,Citywide,"'09-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.92845355, -75.18665686",0,1928 POINT BREEZE AVE,PHILADELPHIA,PA,19145-2612,215-334-6144,215-334-6147,https://prepchs.org,JOHN BADAGLIACCO,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7548,N/A,420004100403,126513020,3314,W14,WEST OAK LANE CHARTER SCHOOL,West Oak Lane Charter School,West Oak Lane Charter School,West Oak Lane,1998,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,9,"40.05936358, -75.16363798",0,7115 STENTON AVE,PHILADELPHIA,PA,19138-1136,215-927-7995,215-927-7980,http://www.wolcs.org,DR. DEBBERA PEOPLES,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7543,N/A,420003900398,126512990,3315,W15,ALLIANCE FOR PROGRESS CHARTER,Alliance For Progress Charter School,Alliance For Progress Charter School,Alliance for Progress,1998,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.979731, -75.165471",1,1722 CECIL B MOORE AVE,PHILADELPHIA,PA,19121-3231,215-232-4892,215-232-4893,http://www.afpcs.org,MS. STACY HILL,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7586,393313,420006000502,126513270,3318,W18,FREIRE CHARTER SCHOOL,Freire Charter School,Freire Charter School,Freire,1999,Middle-High,Citywide,"'05-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.95247289, -75.17442259",1,2027 CHESTNUT ST,PHILADELPHIA,PA,19103-3307,215-557-8555,215-557-9051,http://www.freirecharterschool.org,DR. KELLY DAVENPORT,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,1,1
7582,393327,420005600496,126513230,3321,W21,"MATH, CIVICS AND SCIENCES","Math, Civics and Sciences Charter School","Math, Civics and Sciences Charter School (MCSCS)",Math Civics and Sciences,1999,Elementary-Middle-High,Citywide,"'01-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,1,"39.961301, -75.160970",0,447 N BROAD ST,PHILADELPHIA,PA,19123-3643,215-923-4880,N/A,http://www.mcscs.org,VERONICA JOYNER,Charters,PENG CHAO,N/A,N/A,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1
7587,393452,420006100503,126513280,3322,W22,PHILADELPHIA ACADEMY,Philadelphia Academy Charter School,Philadelphia Academy Charter School,Philadelphia Academy,1999,Elementary-Middle-High,Citywide,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.10358436, -75.01109307",1,11000 ROOSEVELT BLVD,PHILADELPHIA,PA,19116-3961,215-676-8320,215-676-8340,http://www.philadelphiaacademy.org,LARRY SPERLING,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7588,393314,420006200504,126513290,3323,W23,HARDY WILLIAMS ACADEMY CHARTER,Mastery Charter School at Hardy Williams,Mastery Charter at Hardy Williams,Mastery Hardy Williams,1999,Elementary-Middle-High,Citywide With Criteria,"'00-12",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.941562, -75.226447",0,5400 WARRINGTON AVE,PHILADELPHIA,PA,19143-4810,215-724-2343,215-729-1356,https://www.masterycharter.org/hardyhigh,SARAH ELDER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7580,N/A,420005500495,126513210,3326,W26,UNIVERSAL INSTITUTE,Universal Institute Charter School,Universal Charter Institute,Universal Institute,1999,Elementary-Middle,Citywide,"'00-08",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,2,"39.940931, -75.167940",0,801 S 15TH ST,PHILADELPHIA,PA,19146-2215,215-732-2876,267-519-2685,https://www.universalfamilyofschools.org/universal-institute/,JOHNNIE WALKER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
7574,393386,420005100488,126513150,3328,W28,"MATH, SCIENCE AND TECHNOLOGY","Mathematics, Science, and Technology Community Charter School (MaST)","Mathematics, Science, and Technology (MaST) Community Charter School",MaST,1999,Elementary-Middle-High,Citywide,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.113832, -75.005658",0,1800 BYBERRY RD,PHILADELPHIA,PA,19116-3012,215-398-7960,N/A,http://www.mastccs.org,RICHARD TRZASKA,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7584,N/A,420005800500,126513250,3329,W29,YOUNG SCHOLARS CHARTER SCHOOL,Young Scholars Charter School,Young Scholars Charter School,Young Scholars,1999,Middle,Citywide,"'06-08",N/A,0,0,Charter,Scholar Academies,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.96734659, -75.14799661",0,900 N MARSHALL ST,PHILADELPHIA,PA,19123-1307,215-232-9727,215-232-4542,http://www.phillyscholars.org,LARS BECK,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,0,0
7666,393312,420007700554,126513450,3331,W31,FRANKLIN TOWNE CHARTER SCHOOL,Franklin Towne Charter High School,Franklin Towne Charter High School,Franklin Towne High School,2000,High,Citywide With Criteria,"'09-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.007337, -75.066611",0,5301 TACONY ST,PHILADELPHIA,PA,19137-2307,215-289-5000,215-535-8910,http://hs.franklintowne.org,JOSEPH VENDITTI,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
7672,393385,420007900564,126513480,3332,W32,MARIANA BRACETTI ACADEMY,Mariana Bracetti Academy Charter School,"Bracetti, Mariana Academy Charter School","Bracetti, Mariana",2000,Elementary-Middle-High,Citywide,"'00-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,1,"40.005757, -75.094146",0,1840 TORRESDALE AVE,PHILADELPHIA,PA,19124-4418,215-291-4436,215-291-4985,http://www.mbacs.org,ANGELA VILLANI,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,1
7665,393413,420007600552,126513440,3333,W33,ESPERANZA ACADEMY CHARTER,Esperanza Academy Charter School,Esperanza Academy Charter School,Esperanza Academy,2000,Elementary-Middle-High,Citywide,"'05-12","'00-12",1,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,7,"40.01478539, -75.13232396",1,301 W HUNTING PARK AVE,PHILADELPHIA,PA,19140-2625,215-457-3667,215-457-4381,https://esperanzaacademycs.org,DAVID ROSSI,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,1,1
